report_0,frequency,count
POSSIBLE ATRIAL FLUTTER WITH SLOW VENTRICULAR RESPONSE,3.7498359446774206e-06,3
Possible ectopic atrial rhythm with frequent PVCs with PAC(s).,1.2499453148924734e-06,1
ATRIAL FLUTTER WITH SLOW VENTRICULAR RESPONSE,1.2499453148924734e-06,1
Sinus arrhythmia with frequent PVCs with borderline 1st degree A-V block,7.499671889354841e-06,6
Probable atrial fibrillation with uncontrolled ventricular response with PVC(s) or aberrant ventricular conduction,7.499671889354841e-06,6
"Sinus tachycardia with sinus arrhythmia with 2nd degree A-V block, Mobitz II.",1.2499453148924734e-06,1
Irregular ectopic atrial tachycardia with 2nd degree (Mobitz II) SA block.,1.2499453148924734e-06,1
Possible ectopic atrial bradycardia with aberrantly conducted supraventricular complexes,6.249726574462367e-06,5
Sinus bradycardia with occasional PACs,6.249726574462367e-06,5
Sinus tachycardia with aberrantly conducted supraventricular complexes with PVCs.,6.249726574462367e-06,5
Sinus tachycardia with PVC(s) with PAC(s) with borderline 1st degree A-V block.,8.749617204247314e-06,7
Atrial fibrillation with slow ventricular response with frequent PVCs or aberrant ventricular conduction,1.4999343778709682e-05,12
Irregular ectopic atrial bradycardia with 2nd degree (Mobitz II) SA block,2.499890629784947e-06,2
Sinus bradycardia with frequent multifocal PVCs.,7.499671889354841e-06,6
Sinus rhythm with PVCs with occasional PACs.,8.749617204247314e-06,7
Possible ectopic atrial rhythm with 2nd degree (Mobitz II) SA block.,3.7498359446774206e-06,3
Atrial flutter with uncontrolled ventricular response with frequent PVCs or aberrant ventricular conduction.,1.2499453148924734e-06,1
Sinus rhythm with aberrantly conducted supraventricular complexes with frequent multifocal PVCs.,8.749617204247314e-06,7
Sinus rhythm with aberrantly conducted supraventricular complexes with PACs with 1st degree A-V block.,1.2499453148924734e-06,1
Irregular ectopic atrial tachycardia with PVC(s),4.999781259569894e-06,4
Atrial flutter with paroxysmal idioventricular rhythm or aberrant ventricular conduction,1.2499453148924734e-06,1
Sinus rhythm with PACs with PVCs with 1st degree A-V block.,1.2499453148924734e-06,1
Sinus tachycardia with PVCs with 1st degree A-V block.,3.7498359446774206e-06,3
PROBABLE SINUS TACHYCARDIA.CONSIDER FLUTTER AND/OR 2:1 A-V BLOCK,8.749617204247314e-06,7
Sinus rhythm with PVCs with PACs with 1st degree A-V block,1.9999125038279575e-05,16
Atrial flutter with rapid ventricular response with frequent PVCs,1.2499453148924734e-06,1
Sinus arrhythmia with interpolated PVC(s) with 1st degree A-V block,2.499890629784947e-06,2
Probable atrial fibrillation with slow ventricular response with frequent PVCs.,1.2499453148924734e-06,1
Irregular ectopic atrial rhythm with multifocal PVCs,3.7498359446774206e-06,3
Sinus rhythm with aberrantly conducted supraventricular complexes with interpolated PVCs with 1st degree A-V block.,1.2499453148924734e-06,1
Sinus rhythm with aberrantly conducted supraventricular complexes with PACs,1.3749398463817207e-05,11
Atrial flutter with interpolated PVC(s),4.999781259569894e-06,4
Sinus bradycardia with sinus arrhythmia with PVCs with 1st degree A-V block.,6.249726574462367e-06,5
ECG acquired with magnet in place,2.499890629784947e-06,2
Sinus bradycardia with PVC(s) with PAC(s) with borderline 1st degree A-V block,1.6249289093602155e-05,13
Sinus bradycardia with interpolated PVC(s) with borderline 1st degree A-V block.,1.124950783403226e-05,9
TECHNICALLY UNSATISFACTORY TRACING,2.499890629784947e-06,2
Irregular ectopic atrial rhythm with multifocal PVCs or aberrant ventricular conduction.,1.2499453148924734e-06,1
Sinus arrhythmia with interpolated PVC(s) with 1st degree A-V block.,2.499890629784947e-06,2
Sinus arrhythmia with interpolated PVCs with 1st degree A-V block,2.499890629784947e-06,2
Probable atrial fibrillation with non-sustained ventricular tachycardia.,3.7498359446774206e-06,3
Sinus bradycardia with sinus arrhythmia with PAC(s) with 1st degree A-V block.,1.3749398463817207e-05,11
Possible atrial flutter with uncontrolled ventricular response with PVC(s) or aberrant ventricular conduction,1.2499453148924734e-06,1
Irregular ectopic atrial rhythm with fusion complexes,1.2499453148924734e-06,1
Sinus bradycardia with sinus arrhythmia with frequent PVCs.,3.7498359446774206e-06,3
Possible accelerated junctional rhythm with intermittent conduction defect,1.2499453148924734e-06,1
Possible atrial flutter with frequent PVCs or aberrant ventricular conduction,1.6249289093602155e-05,13
Sinus rhythm with fusion complexes with PAC(s),3.7498359446774206e-06,3
Sinus tachycardia with multifocal PVCs with PACs,7.499671889354841e-06,6
Irregular ectopic atrial tachycardia with multifocal PVCs.,1.2499453148924734e-06,1
Sinus bradycardia with sinus arrhythmia with PACs with borderline 1st degree A-V block.,2.499890629784947e-06,2
Sinus bradycardia with aberrantly conducted supraventricular complexes with PAC(s) with 1st degree A-V block,1.2499453148924734e-06,1
Sinus rhythm with aberrantly conducted supraventricular complexes with multifocal PVCs with PACs.,4.999781259569894e-06,4
Sinus bradycardia with sinus arrhythmia with 2nd degree (Mobitz II) SA block with borderline 1st degree A-V block,4.999781259569894e-06,4
Possible accelerated junctional rhythm with paroxysmal idioventricular rhythm,1.2499453148924734e-06,1
Possible ectopic atrial rhythm with aberrantly conducted supraventricular complexes with PVC(s),2.499890629784947e-06,2
Atrial flutter with rapid ventricular response with frequent multifocal PVCs.,1.2499453148924734e-06,1
Sinus tachycardia with frequent multifocal PVCs with 1st degree A-V block,1.2499453148924734e-06,1
Sinus bradycardia with sinus arrhythmia with 2nd degree (Mobitz II) SA block.,4.999781259569894e-06,4
Sinus rhythm with fusion complexes with 1st degree A-V block,3.7498359446774206e-06,3
Sinus rhythm with aberrantly conducted supraventricular complexes with frequent multifocal PVCs with borderline 1st degree A-V block,2.499890629784947e-06,2
Sinus rhythm with non-sustained ventricular tachycardia with 1st degree A-V block.,1.2499453148924734e-06,1
Sinus rhythm with multifocal interpolated PVCs.,1.124950783403226e-05,9
Possible accelerated junctional rhythm with interpolated PVCs,1.2499453148924734e-06,1
Possible atrial flutter with intermittent conduction defect,2.499890629784947e-06,2
Possible ectopic atrial tachycardia with aberrantly conducted supraventricular complexes with PAC(s).,1.2499453148924734e-06,1
Sinus tachycardia with sinus arrhythmia with aberrantly conducted supraventricular complexes with PVCs,2.499890629784947e-06,2
Sinus bradycardia with aberrantly conducted supraventricular complexes with interpolated PVCs,3.7498359446774206e-06,3
Sinus rhythm with aberrantly conducted supraventricular complexes with PVC(s) with 1st degree A-V block,3.7498359446774206e-06,3
Possible atrial flutter with uncontrolled ventricular response with PVC(s).,2.499890629784947e-06,2
Sinus rhythm with frequent PACs with borderline 1st degree A-V block.,6.249726574462367e-06,5
Probable atrial fibrillation with slow ventricular response with multifocal PVCs or aberrant ventricular conduction.,2.499890629784947e-06,2
Sinus rhythm with aberrantly conducted supraventricular complexes with multifocal PVCs with borderline 1st degree A-V block.,1.2499453148924734e-06,1
Sinus arrhythmia with aberrantly conducted supraventricular complexes with borderline 1st degree A-V block,4.999781259569894e-06,4
Sinus rhythm with multifocal PVCs with PAC(s) with 1st degree A-V block,6.249726574462367e-06,5
Sinus bradycardia with multifocal PVCs with PAC(s) with 1st degree A-V block.,1.2499453148924734e-06,1
Sinus bradycardia with PVCs with occasional PACs with 1st degree A-V block,1.2499453148924734e-06,1
Atrial flutter with variable A-V block with PVCs,2.499890629784947e-06,2
Sinus tachycardia with sinus arrhythmia with PACs with borderline 1st degree A-V block.,1.2499453148924734e-06,1
Sinus bradycardia with interpolated PVC(s) with 1st degree A-V block.,1.2499453148924734e-05,10
Sinus arrhythmia with multifocal PVCs with 1st degree A-V block,1.9999125038279575e-05,16
Marked sinus bradycardia with PVC(s),1.2499453148924734e-06,1
Possible junctional rhythm with PVC(s),2.499890629784947e-06,2
,0.0,0
Sinus bradycardia with sinus arrhythmia with interpolated PVCs.,3.7498359446774206e-06,3
Sinus tachycardia with frequent PVCs with borderline 1st degree A-V block.,3.7498359446774206e-06,3
Possible atrial flutter with slow ventricular response with PVCs or aberrant ventricular conduction.,2.499890629784947e-06,2
Sinus bradycardia with non-sustained ventricular tachycardia with 1st degree A-V block.,1.2499453148924734e-06,1
Probable atrial fibrillation with uncontrolled ventricular response with frequent multifocal PVCs or aberrant ventricular conduction.,1.2499453148924734e-06,1
Sinus tachycardia with frequent PACs with borderline 1st degree A-V block,2.499890629784947e-06,2
Sinus tachycardia with multifocal interpolated PVCs.,1.2499453148924734e-06,1
Atrial fibrillation with uncontrolled ventricular response with frequent multifocal PVCs,1.2499453148924734e-06,1
Atrial flutter with rapid ventricular response with non-sustained ventricular tachycardia,3.7498359446774206e-06,3
Sinus tachycardia with sinus arrhythmia with PVC(s) with 1st degree A-V block,1.2499453148924734e-06,1
Sinus bradycardia with sinus arrhythmia with PAC(s) with borderline 1st degree A-V block.,2.499890629784947e-06,2
Possible ectopic atrial bradycardia with interpolated PVC(s).,1.2499453148924734e-06,1
Sinus tachycardia with sinus arrhythmia with aberrantly conducted supraventricular complexes with PVC(s),4.999781259569894e-06,4
Sinus tachycardia with aberrantly conducted supraventricular complexes with frequent multifocal PVCs,1.2499453148924734e-06,1
Atrial flutter with rapid ventricular response with 2:1 A-V block with non-sustained ventricular tachycardia.,2.499890629784947e-06,2
Probable atrial fibrillation with slow ventricular response with PVC(s).,7.499671889354841e-06,6
Irregular ectopic atrial rhythm with aberrantly conducted supraventricular complexes,1.2499453148924734e-06,1
Sinus bradycardia with intermittent conduction defect,6.249726574462367e-06,5
Sinus tachycardia with frequent PVCs with PAC(s) with borderline 1st degree A-V block,2.499890629784947e-06,2
Sinus rhythm with interpolated PVCs with PACs.,1.2499453148924734e-06,1
Possible atrial flutter with rapid ventricular response with bigeminal PVCs or aberrant ventricular conduction,3.7498359446774206e-06,3
Sinus bradycardia with aberrantly conducted supraventricular complexes with interpolated PVC(s).,3.7498359446774206e-06,3
Sinus bradycardia with aberrantly conducted supraventricular complexes with interpolated PVC(s),6.249726574462367e-06,5
Probable atrial fibrillation with rapid ventricular response with fusion complexes,2.499890629784947e-06,2
Atrial flutter with PVCs or aberrant ventricular conduction.,9.999562519139788e-06,8
Atrial flutter with 2:1 A-V block with PVC(s) or aberrant ventricular conduction,1.2499453148924734e-06,1
Sinus tachycardia with multifocal PVCs with PACs with borderline 1st degree A-V block,1.2499453148924734e-06,1
Possible junctional rhythm with PVCs.,2.499890629784947e-06,2
Sinus bradycardia with sinus arrhythmia with aberrantly conducted supraventricular complexes with interpolated PVCs.,1.2499453148924734e-06,1
Atrial flutter with slow ventricular response with variable A-V block.,1.2499453148924734e-06,1
Irregular ectopic atrial tachycardia with frequent multifocal PVCs.,2.499890629784947e-06,2
Sinus arrhythmia with multifocal interpolated PVCs with 1st degree A-V block.,1.2499453148924734e-06,1
Sinus rhythm with frequent multifocal PVCs with PAC(s).,9.999562519139788e-06,8
Atrial flutter with intermittent conduction defect,2.499890629784947e-06,2
Sinus bradycardia with PVC(s) with PAC(s) with borderline 1st degree A-V block.,3.7498359446774206e-06,3
Sinus bradycardia with aberrantly conducted supraventricular complexes with interpolated PVC(s) with 1st degree A-V block,2.499890629784947e-06,2
Atrial flutter with rapid ventricular response with frequent multifocal PVCs,1.2499453148924734e-06,1
Probable atrial fibrillation with slow ventricular response with PVC(s) or aberrant ventricular conduction.,1.124950783403226e-05,9
Atrial fibrillation with rapid ventricular response with paroxysmal idioventricular rhythm,9.999562519139788e-06,8
Possible ectopic atrial rhythm with intermittent conduction defect,4.999781259569894e-06,4
Sinus rhythm with aberrantly conducted supraventricular complexes with multifocal PVCs with borderline 1st degree A-V block,1.2499453148924734e-06,1
Probable atrial fibrillation with slow ventricular response with frequent multifocal PVCs or aberrant ventricular conduction,1.2499453148924734e-06,1
Sinus bradycardia with sinus arrhythmia with aberrantly conducted supraventricular complexes with 1st degree A-V block,2.499890629784947e-06,2
Atrial flutter with paroxysmal idioventricular rhythm.,2.499890629784947e-06,2
Pacemaker rhythm,2.499890629784947e-06,2
Irregular ectopic atrial tachycardia with PAC(s),3.7498359446774206e-06,3
WIDE COMPLEX TACHYCARDIA - POSSIBLE VENTRICULAR TACHYCARDIA,2.499890629784947e-06,2
"A-V dual-paced complexes, A-noncapt due to AF",4.999781259569894e-06,4
Sinus tachycardia with interpolated PVC(s) with PAC(s),1.2499453148924734e-06,1
Possible ectopic atrial rhythm with multifocal PVCs with PAC(s),4.999781259569894e-06,4
Atrial fibrillation with slow ventricular response with intermittent conduction defect.,4.999781259569894e-06,4
Possible atrial flutter with uncontrolled ventricular response with PVCs or aberrant ventricular conduction,3.7498359446774206e-06,3
Sinus bradycardia with sinus arrhythmia with interpolated PVCs with borderline 1st degree A-V block,2.499890629784947e-06,2
Possible ectopic atrial tachycardia with frequent PACs,3.7498359446774206e-06,3
Irregular ectopic atrial rhythm with PVCs,1.3749398463817207e-05,11
Possible ectopic atrial tachycardia with multifocal PVCs.,1.2499453148924734e-06,1
Sinus rhythm with non-sustained ventricular tachycardia with borderline 1st degree A-V block,1.2499453148924734e-06,1
Atrial flutter with interpolated PVCs or aberrant ventricular conduction.,1.2499453148924734e-06,1
Possible ectopic atrial tachycardia with multifocal PVCs,1.2499453148924734e-06,1
Undetermined rhythm with fusion complexes,6.249726574462367e-06,5
Sinus arrhythmia with non-sustained ventricular tachycardia,1.2499453148924734e-06,1
Sinus tachycardia with aberrantly conducted supraventricular complexes with multifocal PVCs with PAC(s),2.499890629784947e-06,2
Sinus tachycardia with multifocal PVCs with PAC(s) with borderline 1st degree A-V block.,1.2499453148924734e-06,1
Possible atrial flutter with multifocal PVCs.,1.2499453148924734e-06,1
Possible accelerated junctional rhythm with PVCs,2.499890629784947e-06,2
Possible ectopic atrial tachycardia with aberrantly conducted supraventricular complexes with PVCs with PACs,1.2499453148924734e-06,1
Atrial flutter with uncontrolled ventricular response with bigeminal PVCs or aberrant ventricular conduction,1.2499453148924734e-06,1
Sinus tachycardia with sinus arrhythmia with 2nd degree (Mobitz II) SA block with borderline 1st degree A-V block.,1.2499453148924734e-06,1
Possible ectopic atrial bradycardia with multifocal PVCs.,2.499890629784947e-06,2
Possible atrial flutter with slow ventricular response with PVC(s),9.999562519139788e-06,8
Sinus bradycardia with sinus arrhythmia with multifocal PVCs.,8.749617204247314e-06,7
Possible atrial flutter with bigeminal PVCs or aberrant ventricular conduction.,3.7498359446774206e-06,3
Sinus rhythm with PAC(s) with PVC(s) with 1st degree A-V block,1.2499453148924734e-06,1
Probable atrial fibrillation with fusion complexes or aberrant ventricular conduction,9.999562519139788e-06,8
Sinus rhythm with interpolated PVCs with occasional PACs with 1st degree A-V block,1.2499453148924734e-06,1
Sinus rhythm with aberrantly conducted supraventricular complexes with multifocal PVCs with PACs,1.2499453148924734e-06,1
Sinus tachycardia with aberrantly conducted supraventricular complexes with PVCs with PACs,3.7498359446774206e-06,3
Sinus bradycardia with aberrantly conducted supraventricular complexes with interpolated PVCs.,4.999781259569894e-06,4
Possible ectopic atrial rhythm with paroxysmal idioventricular rhythm,3.7498359446774206e-06,3
Sinus tachycardia with aberrantly conducted supraventricular complexes with non-sustained ventricular tachycardia with PAC(s).,1.2499453148924734e-06,1
Sinus rhythm with interpolated PVC(s) with PAC(s).,1.2499453148924734e-06,1
Possible atrial flutter with rapid ventricular response with non-sustained ventricular tachycardia,2.499890629784947e-06,2
A-V SEQUENTIAL AND VENTRICULAR PACING,1.2499453148924734e-06,1
Sinus arrhythmia with interpolated PVC(s) with borderline 1st degree A-V block.,2.499890629784947e-06,2
Sinus arrhythmia with interpolated PVCs with 1st degree A-V block.,1.2499453148924734e-06,1
Probable atrial fibrillation with paroxysmal idioventricular rhythm or aberrant ventricular conduction,3.7498359446774206e-06,3
Possible ectopic atrial tachycardia with occasional PACs.,1.2499453148924734e-06,1
Sinus bradycardia with sinus arrhythmia with PAC(s) with borderline 1st degree A-V block,3.7498359446774206e-06,3
Probable atrial fibrillation with paroxysmal idioventricular rhythm or aberrant ventricular conduction.,1.2499453148924734e-06,1
Possible ectopic atrial tachycardia with frequent multifocal PVCs,3.7498359446774206e-06,3
Sinus arrhythmia with frequent multifocal PVCs with borderline 1st degree A-V block.,3.7498359446774206e-06,3
Possible accelerated junctional rhythm with paroxysmal idioventricular rhythm.,1.2499453148924734e-06,1
Atrial flutter with variable A-V block.,3.7498359446774206e-06,3
Atrial flutter with rapid ventricular response with interpolated PVC(s).,1.2499453148924734e-06,1
Possible ectopic atrial tachycardia with PVC(s) with PAC(s).,3.7498359446774206e-06,3
Sinus tachycardia with PVC(s) with 1st degree A-V block.,3.7498359446774206e-06,3
Sinus tachycardia with PACs with 1st degree A-V block,1.2499453148924734e-06,1
Sinus bradycardia with intermittent conduction defect with 1st degree A-V block.,1.2499453148924734e-06,1
Atrial flutter with 2:1 A-V block with PVC(s) or aberrant ventricular conduction.,4.999781259569894e-06,4
Sinus bradycardia with sinus arrhythmia with PVCs with 1st degree A-V block,4.999781259569894e-06,4
Probable accelerated junctional rhythm with frequent PVCs,1.2499453148924734e-06,1
Sinus bradycardia with aberrantly conducted supraventricular complexes with interpolated PVC(s) with borderline 1st degree A-V block.,1.2499453148924734e-06,1
Atrial flutter with rapid ventricular response with frequent PVCs or aberrant ventricular conduction.,6.249726574462367e-06,5
Atrial flutter with rapid ventricular response with 4:1 A-V block,6.249726574462367e-06,5
Possible atrial flutter with rapid ventricular response with multifocal PVCs or aberrant ventricular conduction.,7.499671889354841e-06,6
Sinus bradycardia with interpolated PVCs with 1st degree A-V block.,3.7498359446774206e-06,3
Sinus tachycardia with non-sustained ventricular tachycardia with borderline 1st degree A-V block,2.499890629784947e-06,2
Atrial flutter with slow ventricular response with PVCs.,2.499890629784947e-06,2
Sinus tachycardia with sinus arrhythmia with aberrantly conducted supraventricular complexes with borderline 1st degree A-V block.,1.2499453148924734e-06,1
Possible ectopic atrial bradycardia with PVC(s) with PAC(s).,2.499890629784947e-06,2
Atrial flutter with rapid ventricular response with 4:1 A-V block.,3.7498359446774206e-06,3
Possible atrial flutter with rapid ventricular response with frequent multifocal PVCs or aberrant ventricular conduction,1.3749398463817207e-05,11
Sinus arrhythmia with non-sustained ventricular tachycardia.,6.249726574462367e-06,5
Irregular ectopic atrial tachycardia with PVCs.,1.2499453148924734e-06,1
Sinus tachycardia with interpolated PVCs,2.499890629784947e-06,2
Possible ectopic atrial rhythm with undetermined irregularity,2.499890629784947e-06,2
Possible atrial flutter with rapid ventricular response with frequent multifocal PVCs or aberrant ventricular conduction.,1.2499453148924734e-06,1
Sinus tachycardia with sinus arrhythmia with fusion complexes,1.2499453148924734e-06,1
"AV block, varying conduction",1.2499453148924734e-06,1
Sinus bradycardia with sinus arrhythmia with aberrantly conducted supraventricular complexes with interpolated PVC(s),1.2499453148924734e-06,1
Sinus arrhythmia with fusion complexes with borderline 1st degree A-V block,1.2499453148924734e-06,1
Sinus tachycardia with PVCs with occasional PACs.,3.7498359446774206e-06,3
Sinus arrhythmia with aberrantly conducted supraventricular complexes with multifocal PVCs,1.2499453148924734e-06,1
Atrial fibrillation with uncontrolled ventricular response with frequent PVCs,2.499890629784947e-06,2
Sinus rhythm with multifocal interpolated PVCs with borderline 1st degree A-V block,3.7498359446774206e-06,3
Possible atrial flutter with slow ventricular response with PVCs or aberrant ventricular conduction,1.2499453148924734e-06,1
Sinus rhythm with non-sustained ventricular tachycardia,4.999781259569894e-06,4
Sinus tachycardia with aberrantly conducted supraventricular complexes with interpolated PVC(s),1.2499453148924734e-06,1
Sinus tachycardia with aberrantly conducted supraventricular complexes with non-sustained ventricular tachycardia,1.2499453148924734e-06,1
Sinus tachycardia with sinus arrhythmia with aberrantly conducted supraventricular complexes with interpolated PVCs.,1.2499453148924734e-06,1
Sinus tachycardia with frequent multifocal PVCs with occasional PACs,1.2499453148924734e-06,1
Sinus bradycardia with PVC(s) with PAC(s) with 1st degree A-V block.,2.499890629784947e-06,2
Sinus bradycardia with sinus arrhythmia with PVC(s) with 1st degree A-V block.,3.7498359446774206e-06,3
Sinus tachycardia with frequent PVCs with 1st degree A-V block.,1.2499453148924734e-06,1
Possible atrial flutter with uncontrolled ventricular response with PVC(s) or aberrant ventricular conduction.,1.2499453148924734e-06,1
Sinus tachycardia with frequent multifocal PVCs with borderline 1st degree A-V block.,3.7498359446774206e-06,3
Sinus tachycardia with multifocal PVCs with PAC(s) with borderline 1st degree A-V block,1.2499453148924734e-06,1
Sinus bradycardia with frequent PVCs with PAC(s),1.2499453148924734e-06,1
Sinus rhythm with multifocal interpolated PVCs with 1st degree A-V block,3.7498359446774206e-06,3
Sinus rhythm with PVCs with occasional PACs with borderline 1st degree A-V block,2.499890629784947e-06,2
Sinus bradycardia with interpolated PVC(s) with PAC(s) with 1st degree A-V block,2.499890629784947e-06,2
Sinus tachycardia with fusion complexes,1.2499453148924734e-06,1
POSSIBLE JUNCTIONAL RHYTHM,1.2499453148924734e-06,1
Possible atrial flutter with slow ventricular response with PVCs.,2.499890629784947e-06,2
Atrial fibrillation with interpolated PVC(s),3.7498359446774206e-06,3
Sinus bradycardia with aberrantly conducted supraventricular complexes with multifocal PVCs.,1.2499453148924734e-06,1
Possible ectopic atrial tachycardia with frequent multifocal PVCs with PAC(s),1.2499453148924734e-06,1
Atrial fibrillation with slow ventricular response with frequent multifocal PVCs,3.7498359446774206e-06,3
Sinus bradycardia with 2:1 A-V block,2.499890629784947e-06,2
Sinus arrhythmia with interpolated PVCs with borderline 1st degree A-V block,1.2499453148924734e-06,1
Sinus rhythm with occasional PACs with 1st degree A-V block,7.499671889354841e-06,6
Possible ectopic atrial rhythm with frequent multifocal PVCs with PAC(s),2.499890629784947e-06,2
Possible ectopic atrial bradycardia with frequent PACs,1.2499453148924734e-06,1
Sinus tachycardia with non-sustained ventricular tachycardia with PACs,2.499890629784947e-06,2
Sinus bradycardia with sinus arrhythmia with frequent multifocal PVCs.,1.2499453148924734e-06,1
Sinus tachycardia with sinus arrhythmia with multifocal PVCs with borderline 1st degree A-V block,2.499890629784947e-06,2
Probable atrial tachycardia with PVCs.,2.499890629784947e-06,2
Irregular ectopic atrial rhythm with multifocal interpolated PVCs,1.2499453148924734e-06,1
Possible junctional rhythm with PVCs,1.2499453148924734e-06,1
Atrial fibrillation with uncontrolled ventricular response with frequent PVCs.,1.2499453148924734e-06,1
Sinus rhythm with aberrantly conducted supraventricular complexes with PVC(s) with 1st degree A-V block.,1.2499453148924734e-06,1
Sinus tachycardia with aberrantly conducted supraventricular complexes with frequent multifocal PVCs with PACs,1.2499453148924734e-06,1
Possible atrial flutter with rapid ventricular response with multifocal PVCs.,1.2499453148924734e-06,1
"PROBABLE SVT, BUT CONSIDER SINUS OR PAROXYSMAL ATRIAL TACHYCARDIA",1.2499453148924734e-06,1
Irregular ectopic atrial tachycardia with occasional PACs.,1.2499453148924734e-06,1
Atrial fibrillation with uncontrolled ventricular response with frequent multifocal PVCs or aberrant ventricular conduction,3.7498359446774206e-06,3
Sinus tachycardia with PAC(s) with PVC(s),1.2499453148924734e-06,1
Atrial flutter with 3:1 A-V block with PVC(s).,1.2499453148924734e-06,1
Sinus bradycardia with PVCs with PACs with borderline 1st degree A-V block,3.7498359446774206e-06,3
Probable atrial fibrillation with slow ventricular response with PVCs.,3.7498359446774206e-06,3
Sinus tachycardia with paroxysmal idioventricular rhythm with borderline 1st degree A-V block,1.2499453148924734e-06,1
Sinus bradycardia with sinus arrhythmia with frequent PVCs with borderline 1st degree A-V block,1.2499453148924734e-06,1
Irregular ectopic atrial bradycardia with interpolated PVC(s),2.499890629784947e-06,2
Possible ectopic atrial tachycardia with frequent PVCs with PAC(s),1.2499453148924734e-06,1
Sinus tachycardia with aberrantly conducted supraventricular complexes with frequent multifocal PVCs with PAC(s),1.2499453148924734e-06,1
Possible atrial flutter with rapid ventricular response with paroxysmal idioventricular rhythm or aberrant ventricular conduction,2.499890629784947e-06,2
Sinus arrhythmia with paroxysmal idioventricular rhythm,2.499890629784947e-06,2
Sinus bradycardia with fusion complexes,2.499890629784947e-06,2
Possible junctional bradycardia with PVCs,1.2499453148924734e-06,1
"PROBABLE SUPRAVENTRICULAR TACHYCARDIA, BUT CONSIDER SINUS OR PAROXYSMAL ATRIAL TACHYCARDIA",1.2499453148924734e-06,1
Sinus rhythm with paroxysmal idioventricular rhythm with 1st degree A-V block.,2.499890629784947e-06,2
Sinus bradycardia with interpolated PVCs with PACs.,1.2499453148924734e-06,1
Probable accelerated junctional rhythm with multifocal PVCs,1.2499453148924734e-06,1
Irregular ectopic atrial bradycardia with PVCs.,1.2499453148924734e-06,1
Sinus bradycardia with sinus arrhythmia with interpolated PVCs with borderline 1st degree A-V block.,1.2499453148924734e-06,1
Atrial flutter with frequent PVCs or aberrant ventricular conduction.,1.2499453148924734e-06,1
Possible ectopic atrial tachycardia with interpolated PVC(s).,1.2499453148924734e-06,1
Sinus bradycardia with sinus arrhythmia with 2nd degree (Mobitz II) SA block with 1st degree A-V block.,3.7498359446774206e-06,3
Probable atrial fibrillation with non-sustained ventricular tachycardia,1.2499453148924734e-06,1
Possible ectopic atrial bradycardia with frequent PVCs.,1.2499453148924734e-06,1
Possible atrial flutter with multifocal interpolated PVCs or aberrant ventricular conduction,1.2499453148924734e-06,1
Possible atrial flutter with slow ventricular response with PVC(s) or aberrant ventricular conduction.,1.2499453148924734e-06,1
Sinus bradycardia with multifocal PVCs with 1st degree A-V block.,2.499890629784947e-06,2
Irregular ectopic atrial rhythm with interpolated PVC(s).,3.7498359446774206e-06,3
Sinus rhythm with interpolated PVCs with PACs,3.7498359446774206e-06,3
Irregular ectopic atrial rhythm with frequent multifocal PVCs.,1.2499453148924734e-06,1
Sinus bradycardia with sinus arrhythmia with undetermined irregularity with 1st degree A-V block.,2.499890629784947e-06,2
Sinus rhythm with aberrantly conducted supraventricular complexes with interpolated PVC(s) with 1st degree A-V block,1.2499453148924734e-06,1
Possible ectopic atrial tachycardia with fusion complexes,1.2499453148924734e-06,1
Sinus bradycardia with aberrantly conducted supraventricular complexes with PVCs with 1st degree A-V block.,1.2499453148924734e-06,1
Irregular ectopic atrial rhythm with aberrantly conducted supraventricular complexes.,2.499890629784947e-06,2
Sinus tachycardia with aberrantly conducted supraventricular complexes with multifocal PVCs with PAC(s).,1.2499453148924734e-06,1
Probable atrial tachycardia with frequent multifocal PVCs,1.2499453148924734e-06,1
Sinus tachycardia with sinus arrhythmia with undetermined irregularity,1.2499453148924734e-06,1
Possible atrial flutter with uncontrolled ventricular response with multifocal PVCs or aberrant ventricular conduction.,1.2499453148924734e-06,1
Sinus bradycardia with fusion complexes with 1st degree A-V block,1.2499453148924734e-06,1
Atrial fibrillation with interpolated PVCs,2.499890629784947e-06,2
Sinus bradycardia with interpolated PVCs with PACs,1.2499453148924734e-06,1
Atrial flutter with uncontrolled ventricular response with non-sustained ventricular tachycardia.,2.499890629784947e-06,2
Probable atrial fibrillation with rapid ventricular response with paroxysmal idioventricular rhythm or aberrant ventricular conduction.,1.2499453148924734e-06,1
Sinus bradycardia with aberrantly conducted supraventricular complexes with frequent multifocal PVCs.,1.2499453148924734e-06,1
Sinus bradycardia with frequent PVCs with PAC(s).,1.2499453148924734e-06,1
REGULAR A-V SEQUENTIAL PACING,1.2499453148924734e-06,1
Possible ectopic atrial rhythm with 2nd degree (Mobitz II) SA block,1.2499453148924734e-06,1
Atrial flutter with variable A-V block with PVCs.,1.2499453148924734e-06,1
Sinus tachycardia with non-sustained ventricular tachycardia with PAC(s),3.7498359446774206e-06,3
Possible ectopic atrial tachycardia with intermittent conduction defect.,1.2499453148924734e-06,1
Sinus bradycardia with sinus arrhythmia with multifocal PVCs with 1st degree A-V block,3.7498359446774206e-06,3
Sinus rhythm with frequent multifocal PVCs with PACs with 1st degree A-V block,1.2499453148924734e-06,1
Sinus rhythm with interpolated PVC(s) with PAC(s) with borderline 1st degree A-V block.,2.499890629784947e-06,2
